OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,2265,1456,7245,6078,4256,893,8404,6580,3427,6246
+,4640,1391,3471,6167,8465,9313,971,5422,1128,5545
+,5993,4826,6210,9802,6287,4093,4944,8337,3449,3921
+,7678,3713,49,3830,8796,467,8561,4073,1757,600
+,6293,3372,6581,8272,8380,2060,1618,7875,6612,5270
-,8660,4673,5252,7188,6173,4287,6114,625,307,3178
+,5507,2099,8984,1333,1025,9538,2348,5727,3205,3099
+,6196,5899,3463,8778,2473,6422,8499,6268,908,2742
+,2419,2758,8917,6303,4618,9604,4107,9841,1591,228
+,993,370,8166,7382,3224,4900,3085,6466,8876,1423
+,2137,772,8959,8490,8806,6797,5806,924,5857,501
+,4148,6783,6075,4016,2444,2708,2401,8373,6790,3696
+,8859,756,5965,333,5640,8897,6337,3451,5521,623
+,4755,1951,9574,4729,8229,1528,564,4440,7535,8562
+,6482,5261,3204,3645,8067,1172,9484,3414,8669,1058
+,1032,3680,7246,5301,9373,5206,8693,8365,933,8752
-,3338,894,8269,2737,4149,5046,7451,3056,1663,6629
+,7984,1148,822,3501,8851,4472,8124,8873,4208,3282
+,4133,5470,8978,5785,1872,2027,4337,4829,495,243
+,2614,8442,8406,6126,6633,8120,239,5344,5118,9559
+,1460,8936,7536,6627,8204,3071,5865,5009,7672,1235
+,6135,7937,5201,9108,2180,8695,8554,2604,6274,8166
+,1740,3728,6313,3546,3397,8101,957,1618,310,8836
+,285,1245,7714,715,1168,3742,1880,2741,5445,6190
+,2951,3481,1632,9749,7041,1917,1428,5890,7950,6561
+,6413,5793,8248,4010,9707,7541,4716,9389,1189,8699
+,1025,7143,8401,3831,1705,833,5575,6131,9026,9522
-,9136,4816,4736,7759,4988,4560,7085,3396,7533,380
+,3639,3125,9629,9291,2798,5278,8443,8098,3932,2628
+,205,7592,2854,7743,2672,7047,7076,3321,8894,1485
+,7796,461,2634,6107,5805,4039,8447,6736,7359,4164
+,7262,7154,6705,4308,5558,4270,4653,6856,2572,52
+,9806,2327,32,6624,6715,4132,2505,4114,5763,5024
+,7918,5471,7978,8309,1563,3639,9700,9191,2571,1353
+,4882,3393,5155,5601,6490,5135,7791,9648,7024,6946
+,1640,9533,9522,88,6056,1343,6979,9194,1301,5661
+,2671,6747,3217,4941,7794,4342,6562,7327,8885,1968
+,8651,6967,3620,5317,1359,6760,8369,276,8551,3940
-,7223,2191,6050,7030,7548,1498,6516,4019,2916,2056
+,4209,3298,7136,7550,9349,3868,5281,5824,3556,8619
+,4364,2996,5456,9756,939,5145,4006,9055,1532,6042
+,4256,5334,9761,2966,1236,124,4624,4058,2254,1131
+,4431,6045,5642,6819,5275,9789,1049,8513,7503,2171
+,2379,8429,1704,8873,9725,5380,9927,3623,3040,6042
+,2580,6781,255,1443,6110,6229,9668,5106,6487,4482
+,7867,2912,6973,7453,3002,8109,7599,6547,5804,886
+,5822,6711,2507,1823,6113,1200,5116,9983,1535,5061
+,141,2359,4844,9095,6587,6275,2440,7413,4584,9086
+,1583,3188,4695,5533,5462,4696,6128,3744,5701,7656
-,2755,1598,1620,6152,7275,7577,7939,564,7909,9454
+,5833,5034,5217,781,6678,3529,3401,8420,372,300
+,8377,5946,476,7680,2925,3552,9447,6950,9641,2656
+,4836,6568,2710,7026,1126,4647,8975,3657,4649,7926
+,4601,7696,794,8349,8106,4545,7701,669,6398,3151
+,1183,5129,8752,2667,8126,9134,7663,7271,8709,3290
+,437,6267,646,3895,9536,2879,805,5703,1015,2648
+,8035,9928,3472,9400,8711,1808,8502,5698,5688,299
+,7051,440,9331,7054,8910,2653,2187,7795,3099,4158
+,5658,9626,8310,5677,7835,5286,4369,7622,7523,4058
+,2451,5211,483,3137,6054,5399,2852,3874,7150,6069
-,7461,1311,749,933,2549,3306,6909,2089,4940,9380
+,7219,1911,6194,9186,6477,4911,162,7826,3433,6141
+,3616,6484,2925,459,7104,7994,1274,5998,611,8479
+,5256,293,5801,8290,2103,1313,4888,2760,4470,3670
+,6632,3403,4291,8010,5596,725,6887,8493,14,6762
+,2307,613,4006,5707,9754,5046,8392,5253,6134,6355
+,3696,4504,5407,2984,910,7223,2888,96,549,6598
+,9400,6007,8746,794,5037,9528,6337,4120,7596,3790
+,6643,1399,6291,4435,2299,2414,6389,5759,9504,1034
+,380,5282,7523,7799,8604,6403,4794,5520,4685,394
+,2161,9855,4925,5143,4866,9892,440,1976,5430,2866
-,8648,7787,3940,8275,6658,741,8800,8561,3004,2644
+,6412,7995,6750,1156,6604,1159,3575,924,3318,4667
+,3349,3401,1733,982,4742,4201,5891,4399,4811,3566
+,8746,1993,6870,8598,9391,1688,8408,1219,7957,1077
+,2900,7794,4009,1530,134,8908,6636,8312,1883,3517
+,487,4579,7304,7227,1547,394,2207,1787,7635,6139
+,1555,6880,7103,4612,7970,3655,4901,2263,4431,5949
+,7639,1722,6456,5469,7727,7925,1885,9525,8437,9075
+,749,9092,3742,8677,3194,5491,4357,9035,481,579
+,197,5998,8912,5594,8339,8750,3489,3915,8682,3353
+,3671,8159,8465,9581,943,5621,2200,4288,8656,7063
-,9299,8524,6620,2361,6165,2673,9163,2039,3278,9990
+,5170,8240,1138,5904,3155,8876,3491,1121,7580,8321
+,9956,5612,4350,645,3591,9374,8881,591,6460,4419
+,2015,1038,555,7773,2136,5523,6396,6425,1015,1311
+,9395,2383,9837,8101,6820,6868,3140,2346,6471,1306
+,7293,7601,1963,8427,3757,1645,9109,1435,1258,7192
+,986,3263,2133,7188,4991,8917,6777,7105,5083,6152
+,2532,3184,279,3616,7712,3939,2329,2487,2895,4733
+,1378,5200,1136,3466,5947,9010,6499,4129,3666,6903
+,9356,6337,7134,9564,2232,1299,3143,8288,1876,6274
+,5965,7963,7275,1105,2119,5210,5974,6593,2587,4587
-,6503,9813,2665,7809,4705,518,339,9248,2354,3716
+,294,5201,1042,8189,2507,6503,3818,2288,4482,2096
+,8126,1837,5761,776,1379,9817,7677,9382,9800,1650
+,4192,4058,6812,4313,3972,1908,8545,3398,7818,4699
+,9643,6417,7584,5924,2923,7065,9685,960,3080,5508
+,5527,6374,1394,3467,979,5815,231,4354,3877,4208
+,4339,4995,966,1417,2357,5534,1779,8689,4041,448
+,7643,8454,612,6154,2077,6813,173,4394,3677,8717
+,7524,4718,4297,8206,428,7157,6745,8330,6845,5071
+,4500,7031,2766,4868,1654,5186,4262,2874,8322,5678
+,9267,5576,8833,5569,8727,6137,5874,6542,8710,4773
-,2759,3765,2043,4619,3442,2919,4194,2897,9312,2466
+,1590,1605,1056,7371,8714,6639,7884,6433,1311,4289
+,9093,9041,7867,8618,3802,7770,9013,8110,5833,9505
+,7827,90,5649,8419,436,9822,8296,5100,3410,9008
+,5977,6171,3699,6416,1448,5640,10,5044,692,6720
+,8424,4803,456,543,4099,6332,2725,8597,4677,2432
+,4450,8055,1833,9898,3688,3735,181,6461,4892,2086
+,6928,7091,7924,5087,114,2816,7554,4142,8990,2815
+,4347,4947,1461,4157,1124,8016,2278,4276,5294,2652
+,7994,1026,6565,9880,8201,2771,7903,5170,7091,4297
+,7730,386,4302,9749,570,2011,1180,3460,4113,2215
-,2720,3800,5157,4065,8532,8628,5943,6408,5225,6943
+,1298,9157,5872,4663,8298,753,9107,7513,8443,8773
+,8152,1990,8365,7547,5853,2774,4191,3640,6693,1827
+,3430,6754,4654,3296,9601,5121,9579,2703,5296,2113
+,9491,6,7424,2358,9273,9201,4022,2872,3093,9495
+,7181,1890,2807,9768,9206,888,8308,2792,7187,4694
+,4308,2017,2844,8492,2913,3245,3141,7260,2532,5332
+,4771,174,5956,7758,7260,5651,9219,7696,8080,654
+,2956,4273,9979,4436,8731,2980,9485,3459,5147,7458
+,8890,7763,195,1019,7443,7247,2053,5443,4898,9222
+,9280,7779,774,8535,7326,6386,5316,573,4345,4155
-,7499,7838,2833,4134,2495,1270,6591,2366,3874,8117
+,1291,8401,3547,4526,1329,1247,4372,816,6458,5937
+,8749,7215,1672,816,3203,4472,5998,1842,8232,3033
+,9662,2713,678,5218,1339,4984,7563,4929,759,5766
+,3141,9863,1924,850,6454,3048,173,5660,1801,2606
+,5498,5988,7131,1202,4640,761,7297,2382,4458,4115
+,334,3301,5280,9637,2580,6141,4340,8496,5377,2434
+,9521,9943,4064,2374,448,9331,4951,9388,6930,7191
+,1558,3564,2252,8221,131,7376,5321,5050,9420,6913
+,4024,6426,897,867,333,5829,4396,4108,1311,9953
+,4550,3594,3170,7721,7844,6700,7607,577,2241,3740
-,5423,7920,2107,5418,3843,9361,3344,1832,4008,9747
+,8654,8067,5485,9855,9320,4938,4600,9946,9114,327
+,7365,9172,9797,3083,9335,4216,9501,1465,1351,5144
+,8232,137,1238,7854,1044,2500,2928,2091,4926,2834
+,1675,9343,6258,993,5249,1950,5162,9137,3438,8796
+,5301,7440,4009,9099,6981,8657,2961,6336,9183,4347
+,1664,145,5900,4241,2861,8004,8930,937,6626,4451
+,635,3499,2925,7695,621,1057,2283,6384,7469,2934
+,6860,7448,371,9620,9842,7052,506,216,854,5483
+,664,2286,8803,5170,7473,4216,8380,5667,2202,275
+,3854,4854,4993,464,888,3652,192,2875,4053,9820
-,5324,7885,6587,9404,777,7607,6290,8097,5167,6932
+,7773,3029,9133,5087,7129,6151,3860,9299,4587,9348
+,8843,1184,6744,3221,5021,7190,8938,4783,7733,6257
+,1118,2407,9128,2874,6371,9427,8082,3678,5818,233
+,3181,5466,6432,5090,3393,7081,5504,502,2253,5904
+,1156,4732,7283,962,465,7353,5144,9569,8259,9921
+,8191,7822,4065,7637,7579,2301,7511,507,8756,2446
+,9092,5528,7045,2193,4061,2702,5945,9331,1986,4629
+,4454,5958,9652,1585,2044,5546,6919,2771,5054,8848
+,5638,5731,5404,5977,1095,1959,8896,4173,911,9234
+,2848,4701,2276,993,964,362,9900,6633,3888,8034
-,7874,9918,482,8900,2727,3695,1604,9549,9627,2542
+,2467,1193,9073,1883,8970,752,9544,4299,4009,2979
+,1396,1357,3986,4212,4637,3632,2650,7122,5052,6039
+,9661,3948,6392,8994,3724,9091,491,2540,1364,8976
+,674,4916,9273,3562,420,1508,3279,7130,6000,2327
+,4783,3900,6170,6624,7333,4667,3685,3027,9278,186
+,5447,5444,7658,6557,6787,3039,3818,7684,5991,9001
+,330,5844,1610,2183,8456,2868,1443,6546,3463,3503
+,4920,7174,4986,6949,5686,7124,9194,2044,7962,8826
+,9463,7582,249,7287,6834,6051,828,809,2274,9769
+,1293,7304,1887,2785,9838,854,4515,3929,3668,4649
-,5728,2338,1812,3906,927,3918,2164,8861,308,9044
+,2384,2110,3686,2189,9757,5340,2989,6604,915,6609
+,270,1593,3184,978,2105,369,8804,1681,6128,3186
+,7777,1728,8066,6609,4862,5769,6023,8528,3318,2292
+,6385,1229,4816,511,9495,7556,376,5187,7696,2489
+,3860,4207,6883,5558,5103,8732,6392,8010,5820,3022
+,8862,5098,9534,8845,2183,3172,8211,2589,4022,7510
+,5799,6357,6049,4744,5325,1507,2749,3529,1650,2466
+,2241,6859,6360,8114,1171,8235,2309,6410,557,1417
+,8431,9958,9047,8438,2097,5479,6977,186,3058,1452
+,1595,1893,8363,5019,3338,8234,7143,7315,45,5558
-,972,709,602,3062,309,47,9055,1711,6289,7043
+,63,7857,3229,4840,6711,8552,2276,6586,5153,2432
+,204,2895,5216,5075,5086,8571,6807,3931,558,9248
+,2670,356,9708,7305,5365,3384,6006,7678,4740,9229
+,7205,359,8388,6536,5815,64,498,213,8416,683
+,624,8859,1557,5941,3669,4010,7087,4087,7122,1431
+,7788,1943,3831,1831,5582,7639,1909,2313,8513,9192
+,7993,4930,5753,4472,8674,5821,6382,120,2413,1555
+,9180,6075,9567,1618,8837,7614,9324,7380,1910,6673
+,894,1946,3449,2020,7127,3288,6576,4623,73,7921
+,2850,1683,745,5034,7783,5539,2479,3992,8347,4403
-,8938,2417,5917,609,8916,741,2933,7457,7956,5242
+,8927,9589,3698,3740,8175,2817,7104,6677,9029,4935
+,9022,4502,5705,7276,7318,6444,8133,6123,1505,3871
+,9573,4962,8114,6793,8896,5674,5214,8234,5061,4646
+,5520,9119,6688,8111,7290,3439,1989,6937,6703,6195
+,7029,7976,7012,8469,5426,9791,1783,3799,9610,0
+,9590,4306,6651,3986,6726,1077,6963,2546,7777,6065
+,30,7275,2247,993,3582,2528,1398,2859,5860,6711
+,3089,3046,9584,2009,3976,5036,4626,8504,4857,5972
+,9035,2906,1235,9644,4825,8049,3618,4051,3596,8590
+,825,4828,6497,5858,3879,9203,7297,1076,3935,3914
-,2119,2688,2368,8039,5396,6972,2415,2319,584,3793
+,888,2401,993,8353,2797,6665,720,9541,899,9346
+,5153,5115,4222,5370,3893,3187,3171,4826,1769,8508
+,5376,1935,1186,9311,1481,9830,3496,7255,4821,877
+,1801,7020,6744,6297,2053,7513,7945,7801,9507,4200
+,3222,4383,2780,11,400,8990,5390,7445,5098,8559
+,1107,3617,5797,2954,7007,3630,1698,4932,9998,429
+,9080,453,6800,7839,6038,6085,4625,1843,6918,2026
+,298,6781,8260,7373,8034,324,9821,8767,7904,4297
+,8068,3248,6780,8950,9628,5303,709,5565,9359,9008
+,1051,2617,2599,3642,8798,7845,5761,3014,5397,4292
-,6047,1308,9059,6109,2034,4633,5884,638,8660,5661
+,3452,6907,4543,8231,480,9767,6877,3581,4821,8544
+,3581,1263,3852,5337,8558,6570,1891,8554,5813,7567
+,3458,7844,3663,2345,1422,5869,854,2174,7465,6753
+,5107,1447,6745,5027,9344,7341,3677,7545,5400,9492
+,1780,3512,690,3136,5955,1039,3979,4950,8060,6421
+,1657,1086,792,1,4169,5599,8189,7062,6284,5279
+,9683,5618,247,6365,4977,4548,8963,5572,4884,447
+,8706,9246,7572,2806,8793,5089,4349,6298,6715,5407
+,1128,9211,6342,9054,7467,6061,8534,7454,2450,1400
+,6918,7029,5947,367,4786,7513,1384,9924,7499,5971
-,9791,4326,2430,3102,6212,1627,7379,6234,5525,7717
+,4544,284,3824,3714,9155,1454,7,3547,6941,7052
+,5275,3462,5250,161,7995,4327,4270,5981,7812,3421
+,6619,3474,2366,7358,4031,4967,753,4483,7679,4217
+,672,8589,6134,6243,5,3937,3276,9063,4714,8992
+,7401,1687,9685,9976,6694,588,2872,9428,2768,1364
+,4532,3703,4656,6871,2668,1336,759,4879,4798,1525
+,4519,7276,8343,3817,7122,4532,6945,6696,8271,1155
+,6700,8253,8637,7123,4591,1374,2699,4198,280,5750
+,4763,4138,4990,609,73,7751,2900,5032,4496,9228
+,9492,3597,7810,3541,3435,941,1973,3579,9616,2313
-,2002,125,6120,1643,1825,3302,4831,2873,8554,7554
+,7763,5443,4511,656,6958,6999,8082,3428,913,2147
+,6255,7937,9227,6119,7802,879,2717,3805,7912,4279
+,5063,3320,5688,33,6893,6280,9332,146,7668,7430
+,850,5514,4643,4942,7234,660,5430,4582,8803,5831
+,6187,8592,2576,6882,3175,9767,3239,6774,3636,4815
+,6494,7862,6736,3150,9480,976,6530,2855,979,2498
+,6770,8294,7584,4950,99,5069,294,4773,8389,8286
+,1790,6555,6006,7622,2022,5084,4083,429,8530,9351
+,8477,8959,1019,5671,4411,2857,8102,1647,2178,6669
+,7558,8969,9968,1756,9271,95,4817,7569,1547,8409
-,6929,9785,2493,5956,571,7868,2672,2071,9490,9949
+,5683,4918,3414,2617,268,2834,3385,8932,4197,9367
+,634,3533,969,4865,3735,1067,6171,2752,5187,3490
+,6405,6157,4443,4938,8047,5289,5270,1286,1077,8369
+,2782,9420,5353,6886,8699,6231,9705,505,4321,6972
+,6579,1029,9943,4088,4545,9529,3574,1095,6190,8744
+,1718,7363,7461,4806,4438,7848,4077,4053,3520,4635
+,5735,2788,4779,381,2043,7313,2741,6216,4094,9754
+,339,9737,2520,8034,6032,1928,2237,6344,6743,7571
+,9945,8085,4367,1472,8031,3558,327,4393,9778,8669
+,6456,2051,4548,8649,1362,7616,8902,9477,3784,6861
-,7045,6744,2940,6956,4716,8485,111,3467,1107,7514
+,6872,4802,9269,9337,5972,1326,7784,1278,9551,384
+,6030,3687,3038,3246,6104,375,5730,4795,6531,5677
+,1617,9761,1006,8788,2997,8641,363,1950,7041,9956
+,4226,714,4459,2401,9200,3224,5887,6475,8126,3726
+,9764,9211,2361,7043,9387,2906,531,4098,6131,450
+,566,7407,5509,5061,3560,8274,224,1009,5238,8284
+,8137,4367,990,29,4905,2906,7615,670,8709,885
+,8461,4279,4346,6690,4738,3545,3121,5431,8899,1749
+,1502,3347,9423,3998,3813,9322,6737,4314,2869,1617
+,3729,9128,1039,1081,1300,3588,4253,2604,4095,6524
-,5689,1988,1483,3293,6552,3058,3086,2290,9228,8947
+,5910,8773,9137,3440,6491,4807,3424,3328,4976,350
+,3559,2548,3939,2421,6313,7450,9096,1680,2722,2257
+,564,2235,8412,2003,3062,6828,1416,1181,8022,4454
+,2912,4163,2989,2507,5884,143,6027,7632,6803,1807
+,4946,6749,5423,902,9728,8790,2007,934,8944,8002
+,1047,7883,7900,1986,3052,4489,2956,3727,180,2914
+,5051,4127,5800,2073,4728,1347,3605,4497,2941,5714
+,7493,7297,3774,9460,1405,2569,221,2525,9931,1500
+,533,3516,7508,298,762,5049,1240,2053,9013,4042
+,9413,9775,5281,8551,8906,5826,1160,58,5723,1072
-,2197,8263,465,4563,925,6782,4086,483,2518,3104
+,2500,3245,5617,6274,2073,1794,9995,2866,6901,4968
+,3587,7693,7391,2527,7055,2546,4568,9714,3089,9631
+,7170,6072,5689,1016,5630,740,8390,1151,8735,6052
+,2969,2665,5660,2254,7124,3971,250,2334,1466,1666
+,6067,4482,161,5434,8534,3322,3712,9700,3273,3341
+,1580,7736,2960,2217,1161,9979,3123,222,1089,2985
+,5838,2919,4783,693,5837,5911,9136,956,5850,883
+,7768,6551,8417,6068,293,3295,8240,6837,3738,2830
+,8206,3717,3333,2455,4494,6944,8162,6227,2997,3624
+,2893,2325,8805,1075,1371,6964,6152,1638,290,6505
-,2583,7693,2196,5538,7884,1047,1478,3632,4678,6888
+,5031,1218,453,9556,1892,6912,6530,420,1391,1481
+,853,8117,8014,1443,9541,433,3216,7330,7069,1961
+,1466,1403,5477,8456,2040,5476,7890,1984,8900,6234
+,3525,7337,8530,8033,7740,6161,5781,3272,9779,2134
+,569,8103,4072,5812,3998,7168,63,9890,863,1381
+,3526,9275,9329,5316,8341,3798,2350,3960,3201,5674
+,8380,5004,3472,6642,5157,5703,4278,1131,6359,8509
+,6612,7817,1717,6732,4865,4285,7819,4260,3430,121
+,808,2918,1580,6163,7930,399,1684,6416,7297,6531
+,6115,5943,7751,4108,4159,9836,2445,8286,2429,9375
-,8344,1485,1433,331,6618,9568,5472,2431,2800,6189
+,6563,623,6863,3742,8682,935,4891,4949,5240,2405
+,9870,2164,2555,8435,4443,5475,7196,5240,2559,1588
+,3600,5887,2307,5062,1771,4288,5068,7316,4898,9171
+,3497,498,7756,4223,7702,5439,5904,9536,9983,1107
+,1980,3683,7390,8074,679,132,5448,2211,8306,3713
+,4229,6486,8700,6041,8350,4755,5230,373,7880,6628
+,9390,2394,7610,6792,1613,5548,8500,8186,6023,1930
+,9308,9059,6175,5020,859,5443,9483,5029,8428,712
+,7448,4036,6867,9126,6636,6384,1285,5713,4649,9387
+,7893,3008,4228,5067,405,8219,3901,8489,6350,85
-,6139,8954,6445,7393,4538,5738,2836,9138,9082,432
+,9584,6774,4179,1729,4015,3328,5469,1511,8239,7532
+,1281,882,6312,2488,6963,5852,2701,1586,4272,358
+,8683,3667,7557,8377,8548,3260,7564,8198,9884,6067
+,717,2656,1001,2093,9897,8007,7103,8484,7678,2892
+,3328,4686,4207,8049,9058,2567,3503,3338,5033,6485
+,7691,4710,2314,5112,5373,9430,6440,7454,696,296
+,4680,8589,5300,9712,6162,6162,842,9366,295,4287
+,4670,1641,7939,5563,9956,9992,2478,5282,626,5849
+,5730,9784,1024,3744,6588,1195,5226,9628,6003,1007
+,4258,7508,7618,4922,8074,3112,30,4899,7674,6571
-,486,4576,3481,6855,6911,2225,8822,5939,8915,85
+,5338,4310,3209,6473,7305,377,1905,4234,7706,2637
+,523,2300,2127,3141,8488,9032,988,5474,7261,4619
+,5004,8281,4187,6505,3815,2075,4869,9291,9986,1571
+,113,9664,9074,4237,7101,6542,6552,9696,6123,6826
+,6474,2354,5966,8995,8649,7941,1401,9751,268,7700
+,5386,6943,1192,581,4605,9997,5748,425,169,51
+,2157,4489,8725,8440,5712,4896,2235,9388,9672,3813
+,9624,6300,5008,1731,3048,9127,6484,5150,1325,6909
+,147,7088,6895,6431,2605,4579,4081,4292,2174,9671
+,1744,2009,7303,3315,9923,8832,43,427,2351,4520
-,1409,9554,2927,1305,6252,7605,2293,8821,351,8481
+,421,5155,2805,3261,5369,3620,6802,8049,6022,6656
+,5789,9982,7132,4823,1236,7374,4455,1948,8391,3822
+,2983,3034,4782,3273,303,2790,4350,5778,4616,58
+,8705,573,608,6895,5920,9008,673,3369,2658,5766
+,6110,6207,1542,9594,9794,9528,8430,3238,988,7478
+,6580,6975,5111,2461,6252,9851,5124,5930,9116,3859
+,6006,396,1911,7138,5979,9102,5625,4880,3553,4853
+,1428,1609,1086,2601,5266,1894,2798,8217,4474,648
+,4004,7207,7741,3502,2271,359,9979,3491,9283,3768
+,4578,2041,6409,3005,8044,4936,9667,5557,6569,200
-,9834,2380,9660,8517,924,6376,2727,4923,6298,2571
+,8703,7440,9261,2864,8053,5119,2992,405,1334,806
+,6107,1096,5483,4746,2221,692,3389,5329,2581,1130
+,8536,7325,4930,1850,4295,8847,763,7555,6144,9348
+,4839,3970,9165,3215,1068,7350,3291,4000,1482,1126
+,1398,3094,4980,7550,1583,625,5597,257,8533,3693
+,1702,9469,7891,7315,6219,6248,5710,8650,771,9445
+,4666,1498,5480,7723,7886,6245,2095,503,4173,5352
+,3789,3424,6395,2065,5581,8968,7915,4407,3298,7108
+,6992,6404,4964,6463,7926,3897,7240,6639,2992,5692
+,1606,8538,7489,5529,9067,5519,296,4590,3236,2659
-,8767,8174,9569,1989,312,3608,8317,8600,9695,2300
+,9285,5597,6323,8205,3603,8940,7214,6765,7186,8732
+,7043,4448,9778,327,166,9930,8445,5817,9421,2203
+,1732,8405,7466,4327,2588,7386,5806,2978,1500,4707
+,9606,2974,502,4446,4369,3453,8692,7661,3504,971
+,1691,3925,6870,4969,4567,2584,6650,6585,9519,1820
+,6765,4897,9437,1533,2690,368,2077,8686,9932,3350
+,4990,3236,3847,45,8856,44,98,1611,874,7057
+,1399,8910,2707,6298,6569,2648,6352,9504,8370,5000
+,835,1380,8588,9905,1801,3034,7498,6120,2749,5747
+,6565,9910,7400,2527,1289,9431,6998,7191,6558,2853
-,8851,698,9417,4575,3846,217,2731,4986,2792,4236
+,8209,3175,9068,8925,4396,7965,5890,3921,8229,2088
+,6313,4948,1700,4409,7372,6984,4880,2148,6996,9951
+,5685,6848,774,6007,9302,3958,3764,5765,5130,4501
+,691,7580,4456,7094,4241,9955,208,7644,1197,9276
+,6599,1580,5759,8260,848,9709,2149,8673,1049,5787
+,6802,4629,6632,6976,1541,8022,91,3525,4474,612
+,1242,9987,5952,4045,436,8306,5309,3304,6620,8130
+,1742,4409,7759,2207,899,9205,4991,6811,9842,5272
+,899,3285,8236,5263,7420,7349,9695,3798,9244,7068
+,6827,4018,4192,6037,7683,4750,9636,7064,7747,8834
-,2377,5776,1032,7561,9510,8933,782,9916,3039,475
+,4809,8035,4397,9465,4559,5277,9656,9562,2621,4102
+,1686,5925,4888,2922,558,4114,9777,7547,410,9453
+,6162,7952,4397,935,9713,1820,4605,5936,4649,7257
+,5264,2810,5221,762,2596,5571,5922,6452,5199,3678
+,3772,7011,4580,6409,851,8046,3608,4639,7865,163
+,1172,5134,4461,2328,7803,2337,6087,632,5490,1784
+,3069,9717,1746,1092,6227,4028,18,9335,6715,5100
+,9033,9265,7822,5196,1947,6458,7743,7385,1967,1228
+,154,6206,2280,4751,3395,3703,7025,850,4898,7756
+,8832,2953,7839,2273,8697,2712,760,6015,2586,455
-,3536,5070,4638,5893,2492,2271,3329,1232,339,352
+,4850,3564,6956,7163,6490,422,1369,2857,1854,7389
+,3008,3378,6963,6548,9743,250,2835,6487,1712,1652
+,2616,3570,7226,1155,4619,43,5339,7136,1581,2015
+,5327,2399,8417,8927,9587,8428,4126,8610,5447,9932
+,5947,6605,6749,7784,4213,6693,1124,7097,3682,2963
+,9077,8763,1836,5913,9870,4903,6373,5996,9732,1720
+,2929,3538,360,3637,1792,4362,2966,9540,4501,1167
+,5857,9455,5199,8055,5076,9145,1302,1113,2699,9107
+,1589,4047,7540,4956,8683,6503,6941,7360,1589,129
+,4239,879,674,3666,1678,4039,322,8885,8879,5428
-,4258,7508,7618,4922,8074,3112,30,4899,7674,6571
+,6744,4036,1733,228,174,4736,7686,3391,9085,5295
+,1804,1634,5455,4598,9491,4024,554,6130,8989,1847
+,8483,7391,9190,7101,2612,5893,3017,3182,5574,3941
+,8042,4455,5672,9595,1469,4364,3700,4552,9981,3513
+,7706,5613,2282,7361,8000,7571,8119,3965,3041,7489
+,229,7064,5199,4169,2935,1830,1093,8734,1409,5524
+,5340,6472,5525,1375,9510,3084,8199,9567,5670,1324
+,9587,6997,1764,4693,6120,9962,2914,3316,7597,6101
+,977,2162,2002,9643,6393,7344,7937,1660,7160,9445
+,6604,6000,3956,6450,9559,2377,8046,8022,3561,466
-,3770,6643,9414,3642,7593,9539,5377,6208,217,8688
+,9720,3883,7538,8835,5056,7765,205,6606,8086,5378
+,5949,7676,4578,3445,5682,8616,9028,1759,3814,6560
+,4365,3127,9348,5781,4206,4355,4992,6328,2804,1824
+,6899,717,5599,5294,5473,5185,9977,9377,1022,4208
+,6508,825,1034,239,6874,5028,5143,384,7045,6787
